Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-A2-A4S1	TCGA-AO-A125	TCGA-AC-A3W5	TCGA-LQ-A4E4	TCGA-A7-A425	TCGA-EW-A1J6	TCGA-E2-A105	TCGA-GM-A5PX	TCGA-LL-A5YM	TCGA-E2-A14W	TCGA-A7-A56D	TCGA-E2-A576	TCGA-OL-A5D6	TCGA-D8-A4Z1	TCGA-OL-A66P	TCGA-LL-A6FP	TCGA-E2-A1LE	TCGA-OL-A66K	TCGA-UL-AAZ6	TCGA-E2-A14S	TCGA-W8-A86G	TCGA-BH-A0DS	TCGA-B6-A40B	TCGA-BH-A42U	TCGA-AC-A3W6	TCGA-AC-A3YJ	TCGA-OL-A66L	TCGA-E2-A2P5	TCGA-E9-A3Q9	TCGA-E9-A5FL	TCGA-AN-A03Y	TCGA-OL-A5D7	TCGA-BH-A0EE	TCGA-E2-A2P6	TCGA-AC-A3TN	TCGA-E2-A14O	TCGA-AO-A1KQ	TCGA-AC-A8OP	TCGA-E2-A572	TCGA-A2-A0CO	TCGA-C8-A131	TCGA-OL-A97C	TCGA-E2-A1IF	TCGA-BH-A42T	TCGA-GM-A2D9	TCGA-V7-A7HQ	TCGA-A2-A04N	TCGA-LL-A6FQ	TCGA-OL-A66J	TCGA-PE-A5DC	TCGA-AC-A3W7	TCGA-LD-A9QF	TCGA-BH-A0E6	TCGA-AC-A62Y	TCGA-S3-AA12	TCGA-AC-A3YI	TCGA-OL-A66H	TCGA-B6-A0I1	TCGA-AC-A3QP	TCGA-LD-A74U	TCGA-AO-A1KP	TCGA-LL-A9Q3	TCGA-S3-AA11	TCGA-XX-A89A	TCGA-A7-A3IY	TCGA-B6-A0IO	TCGA-E9-A54X	TCGA-E2-A14U	TCGA-LL-A7T0	TCGA-E2-A1B4	TCGA-GM-A3NY	TCGA-LL-A50Y	TCGA-D8-A73U	TCGA-AO-A0J3	TCGA-GM-A4E0	TCGA-A8-A09M	TCGA-AC-A5XS	TCGA-AC-A8OS	TCGA-EW-A423	TCGA-OL-A5S0	TCGA-E2-A9RU	TCGA-WT-AB44	TCGA-E2-A56Z	TCGA-BH-A8FY	
Deletion Peak 23 - CN values	12p11.22	chr12:1-133275309(probes 1072295:1147361)           	chr12:29385322-29466767(probes 1089605:1089629)    	chr12:29412605-29417609(probes 1089618:1089619)    	0.25504	    0.24625		Actual Copy Change Given	-0.5422	-0.0094046	0.30314	0.015028	0.47049	0.31723	-0.0085896	-0.0037395	-0.6695	0.038771	0.15247	0.013038	0.46947	0.001803	-0.0008316	0.5585	-0.0092666	-0.28907	0.55762	-0.0087146	0.0041632	-0.079076	0.084175	-0.0016269	0.0015255	-0.0016629	-0.0019157	0.46536	-0.0034627	-0.48659	0.42435	0.21345	-0.60431	0.0049969	-0.012989	0.64653	0.79007	0.01271	-0.078505	-0.0018014	-0.21627	-0.0065918	0.0038854	0.0073609	0.0022193	0.02806	-0.0038779	0.49573	-0.0009228	-0.0067813	-0.57592	-0.057924	-0.32119	0.021183	0.010006	-0.0049243	0.00083195	-0.69884	0	-0.029007	-0.0026322	0.00027728	-0.0028388	0.0070156	0.0076403	0.71189	-0.020115	0.00041593	0.0012481	-0.0044049	0	0.004719	0.0021398	0.010389	-0.0070576	0.14593	-0.011326	-0.0073339	-0.055403	0.14102	-0.05037	0.022858	0.47886	-0.0008316	
Deletion Peak 24 - CN values	12q23.1 	chr12:82682953-133275309(probes 1118047:1147361)  	chr12:100064629-100150050(probes 1128792:1128819)	chr12:100081262-100150050(probes 1128798:1128819)	0.036236	   0.034726		Actual Copy Change Given	-0.52738	-0.0094046	-0.46174	0.023005	0.47049	0.30585	0.00012315	-0.0037395	-0.45661	-0.0067813	0.16864	0.02353	0.0037465	0.001803	0.0054394	-0.5794	-0.0030475	-0.29497	0.55797	0.0013868	-0.41882	-0.07881	0.078582	0.0023941	0	-0.0016629	0.0011093	-0.4911	-0.0034627	0.20779	0.39629	-0.23606	-0.27691	0.0016642	-0.012989	0.63353	-0.19337	-0.0022168	0.065789	0	-0.21627	-0.0065918	0.0038854	-0.010922	-0.70316	0.02806	-0.0038779	0.50093	-0.0009228	-0.0067813	-0.57684	-0.057924	-0.0079658	-0.018615	-0.00037054	-0.0049243	0.00083195	0.011121	0.00013863	-0.27355	-0.019177	0.0013868	-0.0026022	0.0090312	0.0076403	0.10155	-0.013677	0.00041593	0.015308	-0.0044049	-0.69703	-0.015191	-0.0029884	0.014854	0.012694	-0.017941	-0.0084288	-0.0073339	-0.51118	-0.28644	-0.37166	0.033972	0.47594	-0.0008316	
Deletion Peak 25 - CN values	13q11   	chr13:1-19009522(probes 1147362:1147439)           	chr13:1-18938816(probes 1147362:1147392)           	chr13:1-19533596(probes 1147362:1147720)           	0.0028724	   0.016432		Actual Copy Change Given	-0.43215	-0.0076101	-0.46653	-0.82603	-0.023018	-0.56077	-0.018584	-0.0099565	0.14221	0.023566	0.0027654	-0.74718	0.00458	-0.0036011	-0.0016629	-0.56047	0.069669	-0.3217	-0.6235	-0.78538	-0.013677	-0.084661	-0.043769	0.00031328	-0.33699	0.0011093	0.0013228	-0.47385	-0.037082	-0.26877	0.40227	-0.41058	-1.2338	0.0054139	0.012376	-0.48754	-0.43594	-0.003343	-0.36878	-0.43626	0.17377	-0.011422	0.0022193	0.057653	0.0024969	-0.0080238	-0.0041546	0.50576	0.0019418	-1.2929	0.010982	-0.00027724	0.016341	-0.3904	-0.00055444	-0.0047079	-0.0078234	-0.70693	-0.0024938	-0.2972	0.0020805	-0.0084385	-0.0079944	-0.52961	0.0049969	0.20183	-0.0033243	-0.0018014	-0.70988	0.0013805	0.0080567	0.025531	0.00033654	-0.57647	-0.0057733	-0.65043	-0.046709	-0.0078863	0.40289	-0.23997	-0.029857	-0.032178	0.074552	-0.92759	
Deletion Peak 26 - CN values	13q12.12	chr13:1-38350733(probes 1147362:1159795)           	chr13:24160004-24163081(probes 1150008:1150009)    	chr13:22171964-24684705(probes 1148938:1150241)    	0.026396	    0.16586		Actual Copy Change Given	-0.43215	-0.0076101	-0.46653	-0.82603	-0.023018	-0.56077	0.02355	-0.0099565	0.14221	-0.68779	0.0027654	-0.74718	0.00458	-0.0036011	-0.0016629	-0.56047	0.069669	0.19223	-0.62236	-0.82497	-0.013677	-0.084661	-0.043769	0.00031328	-0.33699	0.0011093	0.0013228	-0.47385	-0.037082	0.67215	0.40227	-0.41058	-0.29201	0.0054139	0.012376	-0.48754	-0.93939	0.013492	0.012645	-0.43626	0.17377	-0.011422	0.0022193	0.022529	0.0024969	-0.0080238	-0.0041546	0.50576	0.0019418	0.055515	0.010982	-0.00027724	0.0088631	-0.3904	-0.00055444	-0.0047079	-0.0078234	-0.70693	-0.0024938	-0.2972	0.0020805	-0.0084385	-0.0079944	-0.52961	0.0049969	0.20183	-0.0033243	-0.0018014	-0.70988	0.0013805	-0.004588	0.025531	0.00033654	-0.57647	-0.0057733	-0.6642	-0.066242	-0.0078863	0.40289	-0.23997	0.080312	-0.032178	-0.22404	-0.92759	
Deletion Peak 27 - CN values	13q14.2 	chr13:33965855-59779246(probes 1156833:1171638)    	chr13:49493111-49692065(probes 1167110:1167222)    	chr13:34004197-59753792(probes 1156859:1171623)    	0.0040882	  0.0040914		Actual Copy Change Given	-0.43215	-0.0076101	-0.45971	-0.84371	-0.023018	0.30761	0.00038912	-0.51178	-0.63812	-0.6783	0	-0.72978	0.09217	-0.0036011	-0.0016629	-0.56047	0.059872	-0.93188	-0.61806	-0.012989	-0.013677	-0.084661	-0.056685	0.00031328	-0.33699	0.0011093	0.0013228	-0.48428	-0.037082	0.674	0.33561	-0.41058	-1.2552	0.0054139	-0.016154	-0.45608	-0.49078	-0.5721	-0.051679	-0.47226	0.22715	-0.011422	0.0022193	0.022529	0.0024969	-0.55967	-0.0041546	0.50576	0.0019418	-0.66309	-0.012851	-0.00027724	-0.62499	-0.3904	-0.00055444	-0.0047079	-0.0078234	-0.67297	-0.0024938	-0.2972	0.0020805	-0.0084385	-0.0079944	-0.52961	0.0049969	0.20183	-0.0033243	-0.0018014	-0.70988	0.0013805	-0.004588	-0.0027707	0.00033654	-0.58914	-0.0057733	-0.66642	-0.066242	-0.0078863	0.37936	-0.23997	0.17257	-0.058462	-0.22907	-0.92704	
Deletion Peak 28 - CN values	14q24.2 	chr14:58114361-107043718(probes 1226173:1255325)  	chr14:70357138-70425996(probes 1233468:1233491)    	chr14:70384219-70386285(probes 1233480:1233481)    	0.17843	    0.17703		Actual Copy Change Given	-0.22122	0.0026357	-0.14482	0.025952	-0.01037	-0.53865	-0.0012618	-0.53571	0.14125	-0.6509	0.77501	0.091988	0.011054	-0.00013862	0.00458	0.055373	-0.53875	-0.63102	-0.62322	0.0065262	0.0055512	0.58112	0.091658	-0.0017654	-0.0017932	0.001803	-0.0012473	0.53309	-0.0020784	0.18692	-0.044009	-0.40595	0.55266	0.00055459	0.00058609	0.025952	-0.43116	-0.2775	-0.0043027	0.044715	0.016985	0.70896	-0.00055444	-0.6783	0.00025358	-0.057788	0.004719	0.51031	0.01447	-0.66926	0.012795	-0.061823	-0.3094	0.39595	0.0093098	0	0.0038854	-0.71328	0.0044411	0.0044497	0.00013863	-0.0018014	-0.0052823	-0.24885	0.0020805	-0.44005	0.049256	0.0070826	-0.33664	0.0011316	0.0044411	0	0.0015848	0.028165	0.0090312	-0.65603	-0.00040608	0.0072217	-0.50404	-0.26973	-0.30216	0.39048	-0.5539	0.0020805	
Deletion Peak 29 - CN values	15q13.1 	chr15:1-71120373(probes 1255326:1282922)           	chr15:27853979-30842698(probes 1258071:1258087)    	chr15:26533321-44290721(probes 1257145:1265757)    	0.0051942	    0.17703		Actual Copy Change Given	0.097235	0.013911	-0.039258	-0.036538	-0.018255	-0.54199	-1.548e-05	-0.0037395	0.1437	-0.66022	-0.53704	-0.71	-0.0027707	-0.056846	0.013074	-0.54118	0.55124	-0.31342	-0.63188	0.017264	-0.48008	0.42267	0.11049	-0.095111	0.0030522	-0.0073339	0	-0.47438	-0.008978	-0.26709	0	-0.38973	0.10337	0.015447	0.058795	-0.47416	-0.44792	-0.26095	0.017618	0.10804	-0.042381	-0.74077	-0.33572	0.061651	0.017963	-0.0045276	0.016006	-0.58484	0.0087528	0.022725	0.043015	0.00083195	-0.30893	-0.034631	-0.023703	0.001803	0.00597	-0.71586	0.0034687	0.0097363	0.055373	-0.0040162	-0.0012172	0.03031	0.28533	0.247	0.81895	-0.011887	0.031577	0.010697	0.013074	0.015028	-0.20131	0.036053	0.016425	-0.29579	-0.018069	0.025531	-0.49914	-0.42691	-0.052368	-0.73055	0.21422	0.0072217	
Deletion Peak 30 - CN values	15q14   	chr15:30988094-44290687(probes 1258176:1265756)    	chr15:39244914-40475539(probes 1263312:1264037)    	chr15:26533321-44290721(probes 1257145:1265757)    	0.0010835	   0.019575		Actual Copy Change Given	0.097235	0.013911	-0.039258	-0.057385	-0.018255	-0.54199	-1.548e-05	-0.0037395	0.1437	-0.66022	-0.57022	-0.71	-0.0027707	-0.056846	0.013074	-0.54118	0.55124	-0.31342	-0.63188	0.017264	-0.48008	0.42267	0.11049	-0.095111	0.0030522	-0.0073339	0	-0.44251	-0.008978	-0.26709	0	-0.42222	0.10337	0.015447	0.01143	-0.47416	-0.22711	-0.26095	-0.031609	0.10804	0.023566	-0.74077	-0.33572	-0.68269	-0.039937	-0.0045276	0.025779	-0.013864	0.0087528	0.021183	0.043015	0.00083195	-0.31069	-0.034631	-0.97611	0.001803	0.00597	-0.71586	0.0034687	0.0097363	0.055373	-0.0040162	-0.0012172	0.03031	0.28533	-0.62035	0.90472	-0.011887	0.031577	0.010697	0.013074	0.015028	-0.20131	0.036053	0.016425	-0.29579	-0.018069	0.025531	-0.49914	-0.68205	-0.052368	-0.73055	0.21422	0.0072217	
Deletion Peak 31 - CN values	15q24.2 	chr15:55825978-101991189(probes 1272939:1300573)  	chr15:76174120-76186029(probes 1285555:1285562)    	chr15:76112119-76213564(probes 1285515:1285587)    	0.1842	    0.19321		Actual Copy Change Given	-0.50381	0.013911	-0.12056	-0.04048	-0.0063668	0.36854	-1.548e-05	-0.0037395	0.048262	0.6513	-0.22602	-1.2929	-0.0069195	0.0052749	0.059223	-0.54118	-0.51918	-0.31342	-0.051144	0.026514	0.013492	0.46529	0.11049	0	0.014609	-0.0073339	0	-0.41377	-0.008978	-0.26649	0	-0.42222	0.1076	0.015447	0.01143	-0.47416	-0.22711	-0.27535	0.0065163	-0.0092666	0.012167	0.0051875	-0.33572	0.086377	-0.0043891	0.0018036	0.025779	-0.013864	0.0087528	0.021183	0.043015	0.00083195	-0.31162	-0.034631	-0.00027724	0.001803	0.00597	-0.017803	0.0034687	-0.25042	0.087969	-0.0040162	-0.0012172	0.03031	0.28533	-0.19887	0.88735	-0.011887	-0.32948	0.010697	0.013074	0.015028	-0.20131	0.066193	0.016425	1.5347	-0.018069	0.021918	-0.021138	0.12314	0.80111	-0.73055	0.21422	0.0072217	
Deletion Peak 32 - CN values	17q21.2 	chr17:21774058-46764264(probes 1352128:1360527)    	chr17:41436286-41441930(probes 1358655:1358665)    	chr17:41438428-41441268(probes 1358661:1358662)    	0.19846	    0.19993		Actual Copy Change Given	-0.47998	0.003191	0.83353	-0.77914	-0.0024678	0.38485	0.59672	-0.020138	0.80461	0.65295	-0.48376	0.11444	-0.52645	0.006109	0.0027745	-0.5201	-0.50712	0.23783	-0.59526	0.057083	0.0072596	0.013074	0.0099734	-0.0090859	-0.31449	-0.00097017	-0.0047079	-0.41487	-0.01757	0.24156	-0.021975	-0.22564	-0.58432	-0.019863	0.017544	0.44816	0.77964	-0.051721	-0.048622	0.037924	-0.20324	-0.013902	0.012795	0.78273	-0.0091286	0.051571	0.098124	-0.026996	0.0063871	0.05281	-0.54088	-0.17221	-0.12364	-0.43246	0.010285	-0.0027707	0.0070826	0.57541	0.011958	-0.28012	0.10089	-0.062092	0.018737	-0.5097	-0.0069195	0.45071	0.078438	0.008096	0.33011	0.018097	0.019223	0.010146	0.37486	-0.50932	0.019783	0.20366	-0.036528	-0.46972	0.32765	-0.27128	-0.21193	-0.18113	0.46741	0.0024969	
Deletion Peak 33 - CN values	17q25.1 	chr17:67742711-83257441(probes 1372247:1379980)    	chr17:75454145-75511784(probes 1376835:1376856)    	chr17:75459848-75483796(probes 1376838:1376849)    	0.16851	    0.16586		Actual Copy Change Given	1.1784	0.003191	-0.47807	0.12904	-0.0024678	0.32431	1.2162	-0.020138	0.80305	2.1097	-0.61394	0.13387	0.019083	0.006109	0.51577	-0.53531	-0.0094046	0.20626	0.57451	0.040185	-0.55917	0.013772	0	-0.0090859	-0.32263	-0.00097017	-0.0047079	-1.2929	-0.01757	0.48027	-0.042788	0.51385	2.4546	-0.011887	0.013046	0.44816	1.7243	2.2663	-0.3153	0.093621	-0.20324	-0.013902	0.012795	0.074984	-0.72597	0.042131	0.098124	-0.021147	0.0063871	0.05281	-0.54088	-0.005261	-0.12364	-0.43246	0.010285	-0.0027707	0.0070826	-0.011611	0.011958	-0.28012	0.10016	0.67215	0.018737	-0.51172	-0.0069195	-0.45361	0.12285	0.008096	0.34047	0.018097	0.019223	0.010146	-0.20443	-0.51182	0.019783	1.1169	-0.036528	-0.46972	0.35703	-0.26384	0.2484	-0.15911	0.51612	0.0055529	
Deletion Peak 34 - CN values	19p13.3 	chr19:970775-3363202(probes 1423500:1424154)          	chr19:1204476-1676419(probes 1423577:1423673)        	chr19:468403-4301847(probes 1423444:1424386)          	0.01103	   0.011645		Actual Copy Change Given	-0.27632	-0.0053142	0.37117	0.098706	0.011958	-0.59828	-0.010248	-0.039242	-0.014916	-0.0076243	-0.60951	0.097689	0	0.0054139	0.0051359	-0.5129	0.57469	-0.050506	-0.051316	0.063223	0.28248	0.044715	0.11078	0.085403	0.015028	-0.0016629	-0.014003	0.17966	-0.016017	-0.25745	0.45241	-0.43659	0.016286	0.018383	0.029184	-0.26011	0.00597	-0.10657	-0.17677	0.051245	0.057511	0.61259	0.004719	0.073546	-0.026577	-0.23618	0.041317	0.28844	-0.00027724	-0.005814	0.083776	-0.033148	-0.31431	0.32286	-0.05469	-0.15528	0.0029133	-0.7123	0.018243	0.0037551	0.1155	0.55921	-0.0075801	-0.49005	-0.0090142	-0.67049	0.12064	0.0051359	-0.3153	0.022578	0.027778	0.0054139	0.0061684	-0.45675	0.022304	-0.31657	-0.054489	0.024969	-0.53929	-0.29969	-0.96244	-0.20846	-0.00041585	0.01419	
Deletion Peak 35 - CN values	19q13.32	chr19:39709275-49436873(probes 1440004:1444122)    	chr19:45464894-46235735(probes 1442449:1442761)    	chr19:43742184-46279348(probes 1441525:1442781)    	0.17262	    0.17703		Actual Copy Change Given	-0.22171	0	0.054945	0.098706	0.011958	0.2719	-0.010248	-0.0084385	0.023987	0.0088608	-0.17968	0.12915	0	0.0054139	0.0086135	0.060794	-0.030677	-0.038714	-1.184	0.063223	0.28248	0.021183	0.11078	0.085403	0.015028	-0.0016629	-0.0080244	0.57952	-0.016017	0.19893	0.45241	-0.43637	-0.17196	-0.030677	0.013952	-0.26011	-0.43626	-0.041567	-0.04463	0.065226	0.052525	0.62667	0.004719	0.073546	0.43969	-0.52961	0.041317	0.30436	-0.00027724	-0.64415	0.083776	-0.015466	0.21982	0.32286	-0.059807	0.0063871	0.0029133	-0.71051	0.018243	0.0037551	-0.012851	0.60196	-0.0075801	0.075703	-0.0090142	0.48303	0.090865	0.0051359	-0.3153	0.017927	0.027778	0.0054139	0.0061684	-0.48851	0.023815	-0.29047	-0.037616	0.50724	0.36308	1.0099	0.49182	-0.20846	-0.00041585	0.01419	
Deletion Peak 36 - CN values	22q12.3 	chr22:36022233-36320268(probes 1516052:1516127)    	chr22:36137738-36209087(probes 1516100:1516114)    	chr22:36131815-36204794(probes 1516097:1516112)    	0.088821	    0.15523		Actual Copy Change Given	-0.4909	-0.0123	0.31562	-0.77888	-0.0016426	-0.5744	-0.72244	-0.015741	0.053491	-0.63093	-0.20262	-0.69733	0.031436	0.0070826	0.0072217	-0.52184	-0.54391	-0.32193	-0.63887	0.82902	-0.018078	0	-0.49569	-0.09469	0.029044	-0.006505	-0.61806	-0.40517	-0.016429	-0.2744	-0.081871	-0.40241	-0.01354	0.04344	0.048404	-0.49454	-0.42014	-0.32379	-1.2929	0.059223	-0.01354	-0.014886	-0.33225	-0.64424	-0.037898	-0.69703	-0.24046	-0.57322	0.025671	-0.66975	-0.52534	-0.012851	-0.2987	-0.45544	-0.017391	-0.15694	0.0069435	0.055943	-0.38672	0.014199	-0.84531	-0.011335	-0.010616	-0.5066	-0.039529	-0.21305	0.060508	-0.013402	-0.70046	0.026227	-0.66077	-0.85718	-0.0076892	-0.46942	-0.24204	-0.67269	-0.5067	0.045141	-0.51715	0.15203	-0.0030475	-0.70172	-0.55357	0.020623	
Deletion Peak 37 - CN values	22q13.32	chr22:48272949-48780733(probes 1523414:1523867)    	chr22:48573902-48757469(probes 1523702:1523829)    	chr22:40507027-50818468(probes 1518220:1523951)    	3.7381e-06	 4.4887e-06		Actual Copy Change Given	-0.090641	0.049398	0.28935	-0.77888	-0.040686	-0.5744	-0.41883	-0.015741	0.1789	-0.58569	-0.8117	-0.69733	0.031436	0.0070826	0.0072217	-1.2171	-0.51692	-0.32193	-0.64565	0.82431	-0.018078	0	-0.48903	-0.09469	0.029044	-0.006505	-0.61806	-0.41093	-0.016429	-0.2744	-0.0067813	-0.48123	-0.59302	0.035806	0.050392	-0.49454	-0.90153	-0.25491	-0.0056855	0.11829	-0.041974	0.011731	-0.34272	-0.64424	0.019643	-0.71755	-0.24227	-0.59071	0.025671	-0.66975	-0.54305	-0.023933	-0.30764	-0.45544	-0.017391	0.013772	0.0069435	0.023706	-0.38672	0.014199	-0.89204	-0.019314	-0.010616	-0.5066	-0.039529	-0.22194	0.036229	-0.013402	-0.69124	0.026227	-0.66077	-0.85595	-0.0076892	-0.48452	-0.24204	-0.65463	-0.5067	0.045141	-0.48155	0.14491	-0.27069	-0.70172	-0.55357	0.020623	
